time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.0346320441210752e-08,4.5180036944076696e-07,10.00227784373857,0.0004045615119441237,2.6418809850881075e-05,0.0,-1.992609583592908e-06,3.752527006434859e-05,0.07592543738519344,0.0176364738119175,0.001306784712541561,0.0,428.97934717565465,429.0902679303127,428.60415049888536,430.10010013551596
0.12000000000000001,-2.251132555895927e-06,1.446278093131185e-05,10.008513843986606,0.0016272505326933029,0.0010577180681119458,0.0,-0.00013597098670189544,0.0005388880020293983,0.13193579392121133,0.025363478948184512,0.03783274788458756,0.0,420.7159754228705,423.86613689588165,422.82015153106386,423.4852076414454
0.18,-4.7692332005571944e-05,9.492390612863552e-05,10.024013803354503,0.002813024893511873,0.0032990416325429095,0.0,-0.001659813586775384,0.002316019211863863,0.38467735292350613,0.005161767112004491,0.03638340486791943,0.0,483.10231017767126,482.9935691755012,483.66979320128524,482.1461479752562
0.23999999999999996,-0.0002148216791494244,0.00028624702038179277,10.047682198660432,0.003107125695707147,0.00543455865774245,0.0,-0.004105734321211375,0.004088600937173816,0.4042613798095111,0.004376342296624732,0.03396049207232135,0.0,410.86786889202136,410.6537074615872,410.7945089040526,410.7247816054256
0.3,-0.0005962605146227082,0.0006050712791457854,10.077521907144522,0.002907491935041584,0.007487736475635387,0.0,-0.008843162068472396,0.006551572827161537,0.5903159680514352,-0.02687245983937127,0.03473282799801507,0.0,463.35615214838015,463.41728787508043,465.0496074183932,462.5958823145935
0.36000000000000004,-0.0013056785116179004,0.0010583987310551159,10.11800706823115,0.0019468347126929686,0.00939172331289484,0.0,-0.015027946605712158,0.008421387072892163,0.7590905818651691,-0.00021219454264166313,0.024934908913243688,0.0,458.81158392282595,458.0334697969935,457.70951429661375,459.82608381786616
0.4200000000000001,-0.002419574789355991,0.0016063727308799109,10.167816690939464,0.0020066517728736244,0.01112015971197522,0.0,-0.02227647828751068,0.00984686765171192,0.9011267535235339,0.003311943780158419,0.035602540441076976,0.0,451.21174710595125,452.0722374530948,449.53048181940864,449.8159031413076
0.48000000000000015,-0.004014266193387095,0.0022436306712991312,10.226636383855853,0.002699812133064583,0.013277184892145577,0.0,-0.03111586823170049,0.011448186548029758,1.0593930670174194,0.024346910747963073,0.03663710274650036,0.0,455.4936959191151,455.57695646378426,455.35339889954207,457.03272383321666
0.5400000000000001,-0.0062043825329128185,0.003000703678616737,10.29611834886913,0.0037008168497818517,0.01586450076663848,0.0,-0.042166617248039655,0.01393954409563001,1.2564719916388896,-0.006649421211452884,0.05367056863718476,0.0,467.55162112314645,468.8775536621936,468.6723292207177,466.25720447771937
0.6000000000000002,-0.009071651625247819,0.003911331149883643,10.374285402351392,0.002842696536760947,0.01971458086449207,0.0,-0.05376963872375746,0.01635892195222437,1.3489852579260149,-0.03757677937500856,0.07956651561068134,0.0,435.3411879963976,437.50534740538524,437.1370111609134,434.55244195070736
